Product title,Product variant title,Week,Ending inventory units,Inventory units sold
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Small","2026-05-11","42","2"
"Finley Romper in Lilac","Lilac / 3-6 Months","2026-05-11","31","0"
"Finley Romper in Periwinkle","Periwinkle / 6-9 Months","2026-05-11","44","0"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-05-11","-7","1"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-05-11","15","4"
"Lila Labor & Postpartum Gown in Black","Black / Full Figure","2026-05-11","181","40"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-05-11","13","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","2XL","2026-05-11","46","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Slim Petite","2026-05-11","18","14"
"Finley Romper in Black","Black / Newborn","2026-05-11","91","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Extra Large","2026-05-11","0","0"
"Finley Romper in Sage","Sage / 6-9 Months","2026-05-11","15","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Small","2026-05-11","59","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-05-11","0","1"
"Robes in Plum","Mia Robe / Short","2026-05-11","12","2"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-05-11","86","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Extra Large","2026-05-11","12","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Extra Large","2026-05-11","32","3"
"Baby Swaddle Set: Plum","Hat & Bow","2026-05-11","10","13"
"Finley Romper in Sage","Sage / 3-6 Months","2026-05-11","7","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Curve","2026-05-11","25","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-05-11","-1","7"
"Amelia Labor & Postpartum Gown in Black","Black / Slim Petite","2026-05-11","39","3"
"Finley Romper in Black","Black / 9-12 Months","2026-05-11","60","0"
"Finley Romper in Dusty Rose","Dusty Rose / 3-6 Months","2026-05-11","99","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-05-11","42","0"
"Finley Romper in Periwinkle","Periwinkle / 12-18 Months","2026-05-11","19","0"
"Amelia Labor & Postpartum Gown Lilac","Standard","2026-05-11","17","2"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-05-11","5","6"
"Finley Romper in Black","Black / 6-9 Months","2026-05-11","3","0"
"Robes in Black","Laura Robe / Long","2026-05-11","-13","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Standard","2026-05-11","40","48"
"Robes in Vintage Floral","Laura Robe / Long","2026-05-11","-1","0"
"Finley Romper in Emerald","Emerald / 18-24 Months","2026-05-11","3","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Full Figure","2026-05-11","1","1"
"Baby Swaddle Set: Black","Hat & Bow","2026-05-11","121","1"
"Finley Romper in Midnight Blue","Midnight Blue / 3-6 Months","2026-05-11","-2","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Medium","2026-05-11","41","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Petite","2026-05-11","-2","0"
"Amelia Labor & Postpartum Gown in Black","Black / Curve","2026-05-11","25","1"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-05-11","-31","104"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-05-11","6","5"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-05-11","-1","16"
"Finley Romper in Deep Teal","Deep Teal / 12-16 Months","2026-05-11","64","0"
"Finley Romper in Vintage Floral","Vintage Floral / 6-9 Months","2026-05-11","6","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-05-11","0","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Curve","2026-05-11","31","4"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Large","2026-05-11","8","5"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","2XL","2026-05-11","11","1"
"Finley Romper in Vintage Floral","Vintage Floral / 9-12 Months","2026-05-11","5","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Medium","2026-05-11","41","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Extra Large","2026-05-11","44","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Standard","2026-05-11","8","13"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Small","2026-05-11","38","0"
"Robes in Dusty Rose","Mia Robe / Short","2026-05-11","18","0"
"Finley Romper in Deep Teal","Deep Teal / 6-9 Months","2026-05-11","18","0"
"Finley Romper in Midnight Blue","Midnight Blue / 12-16 Months","2026-05-11","20","0"
"Amelia Labor & Postpartum Gown Lilac","Slim Petite","2026-05-11","49","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-05-11","-3","12"
"Amelia Labor & Postpartum Gown Lilac","Curve","2026-05-11","20","2"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-05-11","32","1"
"Finley Romper in Vintage Floral","Vintage Floral / 3-6 Months","2026-05-11","11","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Medium","2026-05-11","20","2"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-05-11","41","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-05-11","17","15"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Medium","2026-05-11","18","4"
"Finley Romper in Vintage Floral","Vintage Floral / 12-18 Months","2026-05-11","11","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Curve","2026-05-11","16","3"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-05-11","44","2"
"Finley Romper in Periwinkle","Periwinkle / 9-12 Months","2026-05-11","20","0"
"Baby Swaddle Set: Periwinkle","Hat & Bow","2026-05-11","-1","10"
"Amelia Labor & Postpartum Gown in Black","Black / Full Figure","2026-05-11","3","3"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-05-11","2","6"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Extra Large","2026-05-11","63","3"
"Finley Romper in Deep Teal","Deep Teal / 9-12 Months","2026-05-11","64","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Slim Petite","2026-05-11","-7","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-05-11","7","6"
"Lila Labor & Postpartum Gown in Sage","Sage / Curve","2026-05-11","56","4"
"Finley Romper in Black","Black / 12-18 Months","2026-05-11","40","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Slim Petite","2026-05-11","0","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Curve","2026-05-11","24","5"
"Finley Romper in Vintage Floral","Vintage Floral / Newborn","2026-05-11","115","3"
"Amelia Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-05-11","4","4"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-05-11","-2","1"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-05-11","33","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Curve","2026-05-11","21","4"
"Finley Romper in Periwinkle","Periwinkle / 18-24 Months","2026-05-11","19","0"
"Finley Romper in Deep Teal","Deep Teal / 3-6 Months","2026-05-11","0","0"
"Amelia Labor & Postpartum Gown in Black","Black / Standard","2026-05-11","-1","1"
"Robes in Periwinkle","Laura Robe / Long","2026-05-11","26","1"
"Robes in Midnight Blue","Laura Robe / Long","2026-05-11","61","4"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Slim Petite","2026-05-11","7","0"
"Robes in Sage","Laura Robe / Long","2026-05-11","30","4"
"Amelia Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-05-11","29","0"
"Baby Swaddle Set: Vintage Floral","Hat & Bow","2026-05-11","49","12"
"Finley Romper in Plum","Plum / 6-9 Months","2026-05-11","112","0"
"Robes in Black","Mia Robe / Short","2026-05-11","36","6"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-05-11","44","1"
"Robes in Deep Teal","Mia Robe / Short","2026-05-11","33","6"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","2026-05-11","61","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Small","2026-05-11","58","1"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-05-11","-2","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Petite","2026-05-11","0","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-05-11","72","16"
"Finley Romper in Vintage Floral","Vintage Floral / 18-24 Months","2026-05-11","15","0"
"Finley Romper in Deep Teal","Deep Teal / Newborn","2026-05-11","126","6"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-05-11","0","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-05-11","4","3"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-05-11","40","1"
"Robes in Lilac","Mia Robe / Short","2026-05-11","18","0"
"Finley Romper in Dusty Rose","Dusty Rose / 9-12 Months","2026-05-11","27","0"
"Amelia Labor & Postpartum Gown in Black","Black / Petite","2026-05-11","16","0"
"Finley Romper in Emerald","Emerald / 9-12 Months","2026-05-11","82","0"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-05-11","12","6"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Full Figure","2026-05-11","16","1"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-05-11","19","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Small","2026-05-11","19","1"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Petite","2026-05-11","2","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Large","2026-05-11","12","1"
"Finley Romper in Midnight Blue","Midnight Blue / 9-12 Months","2026-05-11","31","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-05-11","41","6"
"Finley Romper in Plum","Plum / 3-6 Months","2026-05-11","-1","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Slim Petite","2026-05-11","17","4"
"Finley Romper in Plum","Plum / Newborn","2026-05-11","69","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Large","2026-05-11","60","1"
"Lila Labor & Postpartum Gown in Black","Black / Slim Petite","2026-05-11","0","18"
"Amelia Labor & Postpartum Gown in Sage","Sage / Standard","2026-05-11","68","2"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Petite","2026-05-11","66","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Small","2026-05-11","36","1"
"Finley Romper in Emerald","Emerald / 3-6 Months","2026-05-11","72","0"
"Finley Romper in Black","Black / 3-6 Months","2026-05-11","59","1"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-05-11","8","0"
"Robes in Emerald","Mia Robe / Short","2026-05-11","14","2"
"Finley Romper in Black","Black / 18-24 Months","2026-05-11","83","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Medium","2026-05-11","27","2"
"Robes in Lilac","Laura Robe / Long","2026-05-11","22","0"
"Finley Romper in Dusty Rose","Dusty Rose / 6-9 Months","2026-05-11","31","0"
"Baby Swaddle Set: Deep Teal","Hat & Bow","2026-05-11","0","13"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-05-11","1","0"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-05-11","11","4"
"Baby Swaddle Set: Lilac","Hat & Bow","2026-05-11","146","0"
"Finley Romper in Midnight Blue","Midnight Blue / 16-24 Months","2026-05-11","25","0"
"Finley Romper in Emerald","Emerald / 6-9 Months","2026-05-11","18","0"
"Finley Romper in Periwinkle","Periwinkle / 3-6 Months","2026-05-11","28","1"
"Robes in Vintage Floral","Mia Robe / Short","2026-05-11","-1","1"
"Finley Romper in Lilac","Lilac / 6-9 Months","2026-05-11","18","0"
"Finley Romper in Lilac","Lilac / Newborn","2026-05-11","17","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Standard","2026-05-11","67","18"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Medium","2026-05-11","45","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-05-11","4","3"
"Baby Swaddle Set: Emerald","Hat & Bow","2026-05-11","-1","0"
"Finley Romper in Dusty Rose","Dusty Rose / Newborn","2026-05-11","27","0"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-05-11","-12","13"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","2XL","2026-05-11","6","2"
"Baby Swaddle Set: Sage","Hat & Bow","2026-05-11","-8","0"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-05-11","1","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Standard","2026-05-11","-1","21"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","2XL","2026-05-11","45","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Full Figure","2026-05-11","10","22"
"Lila Labor & Postpartum Gown in Black","Black / Standard","2026-05-11","304","105"
"Baby Swaddle Set: Midnight Blue","Hat & Bow","2026-05-11","-2","8"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-05-11","-1","5"
"Robes in Sage","Mia Robe / Short","2026-05-11","30","3"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-05-11","208","44"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-05-11","1","6"
"Amelia Labor & Postpartum Gown in Sage","Sage / Petite","2026-05-11","42","0"
"Amelia Labor & Postpartum Gown Lilac","Full Figure","2026-05-11","12","3"
"Baby Swaddle Set: Dusty Rose","Hat & Bow","2026-05-11","0","15"
"Finley Romper in Midnight Blue","Midnight Blue / Newborn","2026-05-11","-3","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Slim Petite","2026-05-11","40","6"
"Finley Romper in Emerald","Emerald / Newborn","2026-05-11","-5","0"
"Finley Romper in Deep Teal","Deep Teal / 16-24 Months","2026-05-11","63","0"
"Robes in Plum","Laura Robe / Long","2026-05-11","-1","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-05-11","143","5"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-05-18","34","5"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-05-18","57","9"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-05-18","10","3"
"Lila Labor & Postpartum Gown in Black","Black / Full Figure","2026-05-18","379","23"
"Robes in Periwinkle","Mia Robe / Short","2026-05-18","-1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Small","2026-05-18","42","0"
"Robes in Midnight Blue","Mia Robe / Short","2026-05-18","75","1"
"Lila Labor & Postpartum Gown in Black","Black / Curve","2026-05-18","186","18"
"Finley Romper in Periwinkle","Periwinkle / 6-9 Months","2026-05-18","44","0"
"Finley Romper in Lilac","Lilac / 3-6 Months","2026-05-18","31","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-05-18","164","4"
"Finley Romper in Sage","Sage / 6-9 Months","2026-05-18","15","0"
"Robes in Deep Teal","Laura Robe / Long","2026-05-18","38","6"
"Robes in Plum","Mia Robe / Short","2026-05-18","10","3"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Slim Petite","2026-05-18","25","14"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","2XL","2026-05-18","43","3"
"Finley Romper in Black","Black / Newborn","2026-05-18","91","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Extra Large","2026-05-18","0","0"
"Finley Romper in Black","Black / 9-12 Months","2026-05-18","60","0"
"Finley Romper in Dusty Rose","Dusty Rose / 3-6 Months","2026-05-18","99","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-05-18","40","2"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-05-18","2","3"
"Amelia Labor & Postpartum Gown Lilac","Standard","2026-05-18","10","7"
"Finley Romper in Periwinkle","Periwinkle / 12-18 Months","2026-05-18","19","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Extra Large","2026-05-18","31","1"
"Baby Swaddle Set: Plum","Hat & Bow","2026-05-18","-3","13"
"Finley Romper in Sage","Sage / Newborn","2026-05-18","1","4"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-05-18","34","10"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Extra Large","2026-05-18","11","2"
"Amelia Labor & Postpartum Gown in Black","Black / Slim Petite","2026-05-18","37","2"
"Amelia Labor & Postpartum Gown in Sage","Sage / Curve","2026-05-18","25","0"
"Finley Romper in Sage","Sage / 3-6 Months","2026-05-18","7","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-05-18","87","47"
"Robes in Vintage Floral","Laura Robe / Long","2026-05-18","-1","0"
"Finley Romper in Black","Black / 6-9 Months","2026-05-18","3","0"
"Robes in Black","Laura Robe / Long","2026-05-18","-2","1"
"Lila Labor & Postpartum Gown in Sage","Sage / Standard","2026-05-18","26","29"
"Finley Romper in Periwinkle","Periwinkle / Newborn","2026-05-18","-1","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-05-18","12","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","2XL","2026-05-18","6","2"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-05-18","44","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Large","2026-05-18","27","1"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Standard","2026-05-18","144","43"
"Robes in Emerald","Laura Robe / Long","2026-05-18","3","6"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-05-18","-30","10"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Large","2026-05-18","24","2"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Curve","2026-05-18","39","2"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-05-18","37","7"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Small","2026-05-18","59","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Standard","2026-05-18","1","3"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-05-18","85","1"
